onet_soc,title,description,soc2018,ilo_exposure_mean,ilo_exposure_min,ilo_exposure_max,ilo_isco_count,mapping_confidence,observed_exposure,Context,Interaction,Judgment,Physicality,Responsibility,hm_dimensions_available,HumanMoat_seed_equal_weight,HumanMoat_confidence,ILO_Exposure_Score,Anthropic_Observed_Exposure_Score,AI_Exposure_Composite_Descriptive,coverage_count,data_confidence,_soc6,2025 National Employment Matrix title,2025 National Employment Matrix code,Occupation type,"Employment, 2025","Employment, 2035","Employment distribution, percent, 2025","Employment distribution, percent, 2035","Employment change, numeric, 2025–35","Employment change, percent, 2025–35","Percent self-employed, 2025","Occupational openings, 2025–35 annual average","Median annual wage, dollars, 2025",Typical education needed for entry,Work experience in a related occupation,Typical on-the-job training needed to attain competency in the occupation,Related Occupational Outlook Handbook (OOH) content,Related Occupational Outlook Handbook (OOH) content.1,"Labor force exit rate, 2025–35 annual average","Occupational transfer rate, 2025–35 annual average","Total occupational separations rate, 2025–35 annual average","Labor force exits, 2025–35 annual average","Occupational transfers, 2025–35 annual average","Total occupational separations, 2025–35 annual average","Occupational openings, 2025–35 annual average_sep",2025 National Employment Matrix title_skill,Adaptability,Computers and information technology,Creativity and innovation,Critical and analytical thinking,Customer service,Detail oriented,Fine motor,Interpersonal,Leadership,Mathematics,Mechanical,Physical strength and stamina,Problem solving and decision making,Project management,Science,Speaking and listening,Writing and reading,Top highest skill,Second highest skill,Third highest skill,opening_rate_pct,growth_percentile,wage_percentile,opening_rate_percentile
47-2043.00,Floor Sanders and Finishers,"Scrape and sand wooden floors to smooth surfaces using floor scraper and floor sanding machine, and apply coats of finish.",47-2043,0.101875,0.101875,0.101875,1,A,0.0,48.316867910720816,44.577387486278816,59.34870106110501,85.71167215514087,66.90450054884742,5.0,60.97182583241859,A,10.1875,0.0,5.09375,4,A,47-2043,        Floor sanders and finishers,47-2043,Line item,4.7,4.7,0.0,0.0,0.1,1.4,21.1,0.3,50440,No formal educational credential,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm"">OOH Content</a>",2.3,3.8,6.1,0.1,0.2,0.3,0.3,Floor sanders and finishers,25.0,7.0,33.0,9.0,50.0,54.0,95.0,11.0,66.0,29.0,77.0,98.0,42.0,53.0,37.0,8.0,9.0,Detail oriented,Fine motor,Adaptability,6.382978723404255,35.92057761732852,34.54545454545455,17.448856799037305
47-2044.00,Tile and Stone Setters,"Apply hard tile, stone, and comparable materials to walls, floors, ceilings, countertops, and roof decks.",47-2044,0.101875,0.101875,0.101875,1,A,0.0,14.581046469081594,21.98682766190999,20.856201975850716,78.99743871203806,44.0450054884742,5.0,36.09330406147091,A,10.1875,0.0,5.09375,4,A,47-2044,        Tile and stone setters,47-2044,Line item,45.2,49.6,0.0,0.0,4.4,9.8,21.1,3.3,55690,No formal educational credential,,Long-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm"">OOH Content</a>",2.3,3.8,6.1,1.1,1.8,2.9,3.3,Tile and stone setters,20.0,2.0,55.0,25.0,10.0,61.0,81.0,4.0,31.0,70.0,63.0,92.0,16.0,38.0,37.0,11.0,11.0,Detail oriented,Adaptability,Fine motor,7.3008849557522115,92.53910950661853,41.45454545454545,32.731648616125156
47-2051.00,Cement Masons and Concrete Finishers,"Smooth and finish surfaces of poured concrete, such as floors, walks, sidewalks, roads, or curbs using a variety of hand and power tools. Align forms for sidewalks, curbs, or gutters; patch voids; and use saws to cut expansion joints.",47-2051,0.1035,0.1035,0.1035,1,A,0.0,45.68240029271863,38.92425905598243,33.31503841931943,90.2854006586169,59.851811196487375,5.0,53.61178192462496,A,10.35,0.0,5.175,4,A,47-2051,        Cement masons and concrete finishers,47-2051,Line item,204.8,208.1,0.1,0.1,3.3,1.6,1.5,13.6,57020,No formal educational credential,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm"">OOH Content</a>",2.1,4.3,6.4,4.4,8.9,13.3,13.6,Cement masons and concrete finishers,10.0,13.0,18.0,16.0,40.0,72.0,89.0,11.0,72.0,52.0,73.0,98.0,25.0,77.0,42.0,17.0,2.0,Detail oriented,Physical strength and stamina,Fine motor,6.640625,37.66546329723225,43.15151515151515,22.021660649819495
47-2053.00,Terrazzo Workers and Finishers,"Apply a mixture of cement, sand, pigment, or marble chips to floors, stairways, and cabinet fixtures to fashion durable and decorative surfaces.",47-2053,0.1035,0.1035,0.1035,1,A,0.0,13.00768386388584,23.67727771679473,13.410171972191732,89.42553969996341,39.73655323819978,5.0,35.851445298207096,A,10.35,0.0,5.175,4,A,47-2053,        Terrazzo workers and finishers,47-2053,Line item,1.2,1.0,0.0,0.0,-0.2,-13.0,—,0.1,76170,High school diploma or equivalent,,Apprenticeship,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm"">OOH Content</a>",2.1,4.3,6.4,0.0,0.0,0.1,0.1,Terrazzo workers and finishers,7.0,1.0,27.0,10.0,21.0,60.0,82.0,13.0,55.0,46.0,76.0,95.0,8.0,50.0,69.0,1.0,1.0,Detail oriented,Fine motor,Physical strength and stamina,8.333333333333334,4.332129963898916,67.51515151515152,50.60168471720819
47-2061.00,Construction Laborers,"Perform tasks involving physical labor at construction sites. May operate hand and power tools of all types: air hammers, earth tampers, cement mixers, small mechanical hoists, surveying and measuring equipment, and a variety of other equipment and instruments. May clean and prepare sites, dig trenches, set braces to support the sides of excavations, erect scaffolding, and clean up rubble, debris, and other waste materials. May assist other craft workers.",47-2061,0.0939166666666666,0.0939166666666666,0.0939166666666666,1,A,0.0281,39.04134650567142,43.69923161361142,38.78521770947676,84.87010611050128,65.0384193194292,5.0,54.28686425173801,A,9.39166666666666,2.81,6.10083333333333,4,A,47-2061,      Construction laborers,47-2061,Line item,1489.3,1598.6,0.9,0.9,109.3,7.3,26.9,120.0,47120,No formal educational credential,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm"">OOH Content</a>",2.8,4.2,7.1,43.9,65.2,109.1,120.0,Construction laborers,5.0,9.0,20.0,14.0,42.0,53.0,75.0,22.0,49.0,9.0,86.0,91.0,19.0,64.0,33.0,18.0,16.0,Detail oriented,Adaptability,Fine motor,8.057476666890485,85.92057761732852,25.09090909090909,46.450060168471715
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators","Operate equipment used for applying concrete, asphalt, or other materials to road beds, parking lots, or airport runways and taxiways or for tamping gravel, dirt, or other materials. Includes concrete and asphalt paving machine operators, form tampers, tamping machine operators, and stone spreader operators.",47-2071,0.1314285714285714,0.1314285714285714,0.1314285714285714,1,A,0.0,26.619099890230515,16.827661909989025,15.75192096597146,78.68642517380168,57.87596048298573,5.0,39.15221368459569,A,13.14285714285714,0.0,6.571428571428569,4,A,47-2071,"        Paving, surfacing, and tamping equipment operators",47-2071,Line item,42.3,41.9,0.0,0.0,-0.4,-0.9,2.4,3.1,53340,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm"">OOH Content</a>",3.0,4.4,7.4,1.2,1.9,3.1,3.1,"Paving, surfacing, and tamping equipment operators",17.0,11.0,30.0,13.0,31.0,36.0,80.0,16.0,51.0,23.0,89.0,85.0,13.0,20.0,68.0,15.0,2.0,Detail oriented,Adaptability,Fine motor,7.328605200945628,23.766546329723226,39.151515151515156,33.45367027677497
47-2072.00,Pile Driver Operators,"Operate pile drivers mounted on skids, barges, crawler treads, or locomotive cranes to drive pilings for retaining walls, bulkheads, and foundations of structures such as buildings, bridges, and piers.",47-2072,0.1314285714285714,0.1314285714285714,0.1314285714285714,1,A,0.0,56.34833516282473,47.04720087815587,47.45700695206733,93.15770215879984,85.26344676180022,5.0,65.85473838272961,A,13.14285714285714,0.0,6.571428571428569,4,A,47-2072,        Pile driver operators,47-2072,Line item,2.3,2.2,0.0,0.0,-0.1,-5.7,2.7,0.2,73300,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm"">OOH Content</a>",3.0,4.4,7.4,0.1,0.1,0.2,0.2,Pile driver operators,14.0,13.0,23.0,12.0,20.0,85.0,94.0,15.0,25.0,45.0,93.0,83.0,37.0,25.0,60.0,23.0,4.0,Detail oriented,Fine motor,Problem solving and decision making,8.695652173913045,11.432009626955475,64.48484848484848,56.85920577617328
47-2073.00,Operating Engineers and Other Construction Equipment Operators,"Operate one or several types of power construction equipment, such as motor graders, bulldozers, scrapers, compressors, pumps, derricks, shovels, tractors, or front-end loaders to excavate, move, and grade earth, erect structures, or pour concrete or other hard surface pavement. May repair and maintain equipment in addition to other duties.",47-2073,0.1314285714285714,0.1314285714285714,0.1314285714285714,1,A,0.0,61.65386022685693,62.65642151481889,73.472374679839,88.65715331137943,97.22832052689353,5.0,76.73362605195754,A,13.14285714285714,0.0,6.571428571428569,4,A,47-2073,        Operating engineers and other construction equipment operators,47-2073,Line item,489.5,511.8,0.3,0.3,22.3,4.6,2.3,39.2,59850,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm"">OOH Content</a>",3.0,4.4,7.4,14.8,22.2,37.0,39.2,Operating engineers and other construction equipment operators,47.0,8.0,37.0,28.0,53.0,89.0,89.0,43.0,70.0,27.0,94.0,70.0,64.0,72.0,40.0,15.0,17.0,Detail oriented,Adaptability,Problem solving and decision making,8.008171603677223,67.7496991576414,47.878787878787875,45.7280385078219
47-2081.00,Drywall and Ceiling Tile Installers,"Apply plasterboard or other wallboard to ceilings or interior walls of buildings. Apply or mount acoustical tiles or blocks, strips, or sheets of shock-absorbing materials to ceilings and walls of buildings to reduce or reflect sound. Materials may be of decorative quality. Includes lathers who fasten wooden, metal, or rockboard lath to walls, ceilings, or partitions of buildings to provide support base for plaster, fireproofing, or acoustical material.",47-2081,0.1142857142857143,0.1142857142857143,0.1142857142857143,1,A,0.0,54.11635565312844,52.07464324917673,71.33186974021221,76.32638126600806,70.30735455543359,5.0,64.83132089279181,A,11.428571428571429,0.0,5.714285714285714,4,A,47-2081,        Drywall and ceiling tile installers,47-2081,Line item,102.2,104.7,0.1,0.1,2.5,2.5,19.4,6.6,58930,No formal educational credential,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm"">OOH Content</a>",2.3,3.9,6.2,2.3,4.0,6.4,6.6,Drywall and ceiling tile installers,2.0,2.0,19.0,14.0,17.0,43.0,80.0,8.0,22.0,50.0,60.0,97.0,16.0,14.0,34.0,8.0,7.0,Detail oriented,Physical strength and stamina,Fine motor,6.457925636007827,46.63056558363417,46.303030303030305,18.170878459687124
47-2082.00,Tapers,Seal joints between plasterboard or other wallboard to prepare wall surface for painting or papering.,47-2082,0.1142857142857143,0.1142857142857143,0.1142857142857143,1,A,0.0,6.037321624588363,14.06147091108672,8.598609586534943,71.2221002561288,11.827661909989024,5.0,22.34943285766557,A,11.428571428571429,0.0,5.714285714285714,4,A,47-2082,        Tapers,47-2082,Line item,15.8,15.5,0.0,0.0,-0.3,-1.6,19.4,0.9,68270,No formal educational credential,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm"">OOH Content</a>",2.3,3.9,6.2,0.4,0.6,1.0,0.9,Tapers,0.0,0.0,7.0,2.0,11.0,3.0,58.0,1.0,13.0,2.0,54.0,84.0,8.0,3.0,17.0,2.0,2.0,Detail oriented,Physical strength and stamina,Problem solving and decision making,5.69620253164557,22.14199759326113,60.42424242424242,10.589651022864018
47-2111.00,Electricians,"Install, maintain, and repair electrical wiring, equipment, and fixtures. Ensure that work is in accordance with relevant codes. May install or service street lights, intercom systems, or electrical control systems.",47-2111,0.19125,0.19125,0.19125,1,A,0.0,77.00329308452251,80.28540065861691,71.75265276253201,94.51152579582876,81.86059275521404,5.0,81.08269301134285,A,19.125,0.0,9.5625,4,A,47-2111,      Electricians,47-2111,Line item,821.0,896.9,0.5,0.5,75.9,9.2,7.1,72.7,63190,High school diploma or equivalent,,Apprenticeship,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/electricians.htm"">OOH Content</a>",2.6,5.0,7.6,22.1,43.1,65.2,72.7,Electricians,60.0,25.0,70.0,70.0,60.0,80.0,96.0,48.0,91.0,81.0,96.0,97.0,82.0,93.0,53.0,30.0,44.0,Detail oriented,Adaptability,Problem solving and decision making,8.855054811205846,90.91456077015644,53.57575757575758,59.44645006016847
47-2121.00,Glaziers,"Install glass in windows, skylights, store fronts, and display cases, or on surfaces, such as building fronts, interior walls, ceilings, and tabletops.",47-2121,0.136875,0.136875,0.136875,1,A,0.0,55.61653860226857,56.531284302963776,41.20014635931211,87.19356019026709,72.03622392974754,5.0,62.51555067691182,A,13.6875,0.0,6.84375,4,A,47-2121,      Glaziers,47-2121,Line item,59.2,60.3,0.0,0.0,1.1,1.9,1,3.9,57080,High school diploma or equivalent,,Apprenticeship,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/glaziers.htm"">OOH Content</a>",2.4,3.9,6.3,1.4,2.3,3.8,3.9,Glaziers,9.0,10.0,37.0,25.0,47.0,71.0,76.0,27.0,57.0,45.0,73.0,91.0,34.0,45.0,41.0,5.0,15.0,Detail oriented,Problem solving and decision making,Adaptability,6.587837837837837,40.07220216606498,43.27272727272727,20.938628158844764
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall","Line and cover structures with insulating materials. May work with batt, roll, or blown insulation materials.",47-2131,0.1270833333333333,0.1270833333333333,0.1270833333333333,1,A,0.0,43.99926820343944,28.540065861690447,29.052323454079765,88.14489571899013,32.27222832052689,5.0,44.40175631174533,A,12.70833333333333,0.0,6.354166666666665,4,A,47-2131,"        Insulation workers, floor, ceiling, and wall",47-2131,Line item,45.1,46.2,0.0,0.0,1.1,2.4,1.8,3.0,49120,No formal educational credential,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm"">OOH Content</a>",2.0,4.2,6.2,0.9,1.9,2.8,3.0,"Insulation workers, floor, ceiling, and wall",7.0,3.0,31.0,11.0,41.0,10.0,63.0,16.0,34.0,31.0,72.0,96.0,17.0,19.0,28.0,4.0,8.0,Physical strength and stamina,Detail oriented,Adaptability,6.651884700665188,45.42719614921781,31.03030303030303,22.14199759326113
47-2132.00,"Insulation Workers, Mechanical","Apply insulating materials to pipes or ductwork, or other mechanical systems in order to help control and maintain temperature.",47-2132,0.1270833333333333,0.1270833333333333,0.1270833333333333,1,A,0.0439,55.45188437614343,35.01646542261251,51.445298207098425,91.03549213318696,13.776070252469816,5.0,49.34504207830223,A,12.70833333333333,4.390000000000001,8.549166666666665,4,A,47-2132,"        Insulation workers, mechanical",47-2132,Line item,26.7,28.1,0.0,0.0,1.4,5.1,1.8,1.8,58340,High school diploma or equivalent,,Apprenticeship,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm"">OOH Content</a>",2.0,4.2,6.2,0.5,1.2,1.7,1.8,"Insulation workers, mechanical",41.0,13.0,51.0,20.0,42.0,19.0,67.0,38.0,67.0,49.0,65.0,95.0,24.0,54.0,53.0,13.0,9.0,Adaptability,Detail oriented,Problem solving and decision making,6.741573033707865,72.20216606498195,44.96969696969697,23.886883273164862
47-2141.00,"Painters, Construction and Maintenance","Paint walls, equipment, buildings, bridges, and other structural surfaces, using brushes, rollers, and spray guns. May remove old paint to prepare surface prior to painting. May mix colors or oils to obtain desired color or consistency.",47-2141,0.126,0.126,0.126,1,A,0.0,50.4756677643615,63.58946212952799,53.62239297475301,87.33991950237834,26.097694840834247,5.0,56.225027442371015,A,12.6,0.0,6.3,4,A,47-2141,"        Painters, construction and maintenance",47-2141,Line item,326.9,336.7,0.2,0.2,9.8,3.0,31.3,24.9,49400,No formal educational credential,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm"">OOH Content</a>",3.4,3.8,7.2,11.3,12.6,23.9,24.9,"Painters, construction and maintenance",17.0,13.0,61.0,24.0,53.0,53.0,66.0,47.0,73.0,18.0,57.0,95.0,18.0,73.0,61.0,5.0,10.0,Detail oriented,Adaptability,Leadership,7.617008259406546,52.28640192539109,31.515151515151512,39.4705174488568
47-2142.00,Paperhangers,"Cover interior walls or ceilings of rooms with decorative wallpaper or fabric, or attach advertising posters on surfaces such as walls and billboards. May remove old materials or prepare surfaces to be papered.",47-2142,0.126,0.126,0.126,1,A,0.0,38.63885839736553,13.600439077936334,38.38272960117087,90.13904134650568,44.42919868276619,5.0,45.03805342114892,A,12.6,0.0,6.3,4,A,47-2142,        Paperhangers,47-2142,Line item,2.3,2.4,0.0,0.0,0.1,4.3,32.1,0.2,52140,No formal educational credential,,Long-term on-the-job training,—,—,3.4,3.8,7.2,0.1,0.1,0.2,0.2,Paperhangers,20.0,4.0,30.0,6.0,27.0,24.0,65.0,23.0,21.0,29.0,53.0,93.0,20.0,12.0,56.0,4.0,3.0,Detail oriented,Adaptability,Physical strength and stamina,8.695652173913045,66.00481347773767,37.93939393939394,56.85920577617328
47-2151.00,Pipelayers,"Lay pipe for storm or sanitation sewers, drains, and water mains. Perform any combination of the following tasks: grade trenches or culverts, position pipe, or seal joints.",47-2151,0.1515,0.1515,0.1515,1,A,0.0,51.07939992682034,57.55214050493963,34.65056714233443,76.96670325649468,71.62458836443469,5.0,58.37467983900475,A,15.15,0.0,7.575,4,A,47-2151,        Pipelayers,47-2151,Line item,33.2,32.2,0.0,0.0,-1.0,-3.1,—,2.1,49000,No formal educational credential,,Short-term on-the-job training,—,—,1.9,4.7,6.6,0.6,1.5,2.2,2.1,Pipelayers,3.0,11.0,29.0,12.0,23.0,43.0,62.0,25.0,35.0,21.0,82.0,85.0,20.0,12.0,63.0,21.0,14.0,Detail oriented,Problem solving and decision making,Adaptability,6.325301204819277,17.509025270758123,30.545454545454547,16.84717208182912
47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Assemble, install, alter, and repair pipelines or pipe systems that carry water, steam, air, or other liquids or gases. May install heating and cooling equipment and mechanical control systems. Includes sprinkler fitters.",47-2152,0.1515,0.1515,0.1515,1,A,0.0116,66.09952433223565,39.264544456641055,66.53860226856933,85.41895353091842,70.91108671789243,5.0,65.64654226125137,A,15.15,1.16,8.155,4,A,47-2152,"        Plumbers, pipefitters, and steamfitters",47-2152,Line item,510.6,545.2,0.3,0.3,34.5,6.8,8,42.0,63800,High school diploma or equivalent,,Apprenticeship,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm"">OOH Content</a>",2.7,4.6,7.3,14.0,24.5,38.5,42.0,"Plumbers, pipefitters, and steamfitters",29.0,22.0,49.0,50.0,40.0,51.0,92.0,27.0,64.0,64.0,92.0,94.0,73.0,63.0,75.0,10.0,22.0,Problem solving and decision making,Detail oriented,Adaptability,8.225616921269095,84.29602888086643,54.30303030303031,49.57882069795427
47-2152.04,Solar Thermal Installers and Technicians,"Install or repair solar energy systems designed to collect, store, and circulate solar-heated water for residential, commercial or industrial use.",47-2152,0.1515,0.1515,0.1515,1,A,0.0116,73.4357848518112,51.22941822173436,60.13538236370289,72.28320526893525,71.76180021953897,5.0,65.76911818514455,A,15.15,1.16,8.155,4,A,47-2152,"        Plumbers, pipefitters, and steamfitters",47-2152,Line item,510.6,545.2,0.3,0.3,34.5,6.8,8,42.0,63800,High school diploma or equivalent,,Apprenticeship,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm"">OOH Content</a>",2.7,4.6,7.3,14.0,24.5,38.5,42.0,"Plumbers, pipefitters, and steamfitters",29.0,22.0,49.0,50.0,40.0,51.0,92.0,27.0,64.0,64.0,92.0,94.0,73.0,63.0,75.0,10.0,22.0,Problem solving and decision making,Detail oriented,Adaptability,8.225616921269095,84.29602888086643,54.30303030303031,49.57882069795427
47-2161.00,Plasterers and Stucco Masons,"Apply interior or exterior plaster, cement, stucco, or similar materials. May also set ornamental plaster.",47-2161,0.1142857142857143,0.1142857142857143,0.1142857142857143,1,A,0.0,29.143798024149287,28.63885839736553,33.04061470911086,82.96743505305524,32.46432491767288,5.0,41.25100622027076,A,11.428571428571429,0.0,5.714285714285714,4,A,47-2161,      Plasterers and stucco masons,47-2161,Line item,22.9,23.6,0.0,0.0,0.6,2.8,16.8,1.5,57660,No formal educational credential,,Long-term on-the-job training,—,—,2.9,3.5,6.4,0.7,0.8,1.5,1.5,Plasterers and stucco masons,10.0,6.0,48.0,15.0,23.0,33.0,83.0,42.0,57.0,29.0,67.0,97.0,18.0,44.0,31.0,5.0,11.0,Detail oriented,Physical strength and stamina,Fine motor,6.550218340611353,50.84235860409145,44.0,19.975932611311674
47-2171.00,Reinforcing Iron and Rebar Workers,"Position and secure steel bars or mesh in concrete forms in order to reinforce concrete. Use a variety of fasteners, rod-bending machines, blowtorches, and hand tools. Includes rod busters.",47-2171,0.1108333333333333,0.1108333333333333,0.1108333333333333,1,A,0.0,20.49030369557263,45.72996706915477,19.227954628613244,87.83388218075375,44.264544456641055,5.0,43.50933040614709,A,11.08333333333333,0.0,5.541666666666665,4,A,47-2171,      Reinforcing iron and rebar workers,47-2171,Line item,16.6,15.7,0.0,0.0,-0.9,-5.3,17.6,1.0,58970,High school diploma or equivalent,,Apprenticeship,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/structural-iron-and-steel-workers.htm"">OOH Content</a>",2.6,3.9,6.5,0.4,0.6,1.0,1.0,Reinforcing iron and rebar workers,12.0,5.0,26.0,24.0,20.0,23.0,86.0,6.0,73.0,47.0,62.0,100.0,9.0,40.0,46.0,1.0,4.0,Physical strength and stamina,Detail oriented,Fine motor,6.024096385542168,12.755716004813477,46.54545454545455,13.898916967509026
47-2181.00,Roofers,"Cover roofs of structures with shingles, slate, asphalt, aluminum, wood, or related materials. May spray roofs, sidings, and walls with material to bind, seal, insulate, or soundproof sections of structures.",47-2181,0.12625,0.12625,0.12625,1,A,0.0157,34.90669593852909,52.67837541163556,46.4141968532748,89.57189901207464,94.01756311745336,5.0,63.51774606659349,A,12.625,1.5699999999999998,7.0975,4,A,47-2181,      Roofers,47-2181,Line item,166.9,175.6,0.1,0.1,8.8,5.3,19.8,12.0,55440,No formal educational credential,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/roofers.htm"">OOH Content</a>",2.3,4.2,6.5,4.0,7.1,11.1,12.0,Roofers,27.0,8.0,46.0,21.0,58.0,62.0,69.0,34.0,74.0,39.0,73.0,98.0,22.0,57.0,56.0,16.0,10.0,Detail oriented,Adaptability,Physical strength and stamina,7.18993409227082,73.52587244283995,41.090909090909086,31.046931407942242
47-2211.00,Sheet Metal Workers,"Fabricate, assemble, install, and repair sheet metal products and equipment, such as ducts, control boxes, drainpipes, and furnace casings. Work may involve any of the following: setting up and operating fabricating machines to cut, bend, and straighten sheet metal; shaping metal over anvils, blocks, or forms using hammer; operating soldering and welding equipment to join sheet metal parts; or inspecting, assembling, and smoothing seams and joints of burred surfaces. Includes sheet metal duct installers who install prefabricated sheet metal ducts used for heating, air conditioning, or other purposes.",47-2211,0.2064285714285714,0.2064285714285714,0.2064285714285714,1,A,0.0,20.70984266373948,33.83095499451152,14.123673618733994,82.82107574094401,49.53347969264544,5.0,40.20380534211489,A,20.64285714285714,0.0,10.32142857142857,4,A,47-2211,      Sheet metal workers,47-2211,Line item,131.1,134.4,0.1,0.1,3.3,2.5,8.4,9.8,61800,High school diploma or equivalent,,Apprenticeship,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm"">OOH Content</a>",2.8,4.3,7.1,3.7,5.7,9.4,9.8,Sheet metal workers,19.0,25.0,45.0,38.0,57.0,88.0,85.0,38.0,92.0,86.0,91.0,89.0,13.0,64.0,57.0,13.0,18.0,Detail oriented,Leadership,Adaptability,7.475209763539284,46.63056558363417,50.787878787878796,35.98074608904934
47-2221.00,Structural Iron and Steel Workers,"Raise, place, and unite iron or steel girders, columns, and other structural members to form completed structures or structural frameworks. May erect metal storage tanks and assemble prefabricated metal buildings.",47-2221,0.1108333333333333,0.1108333333333333,0.1108333333333333,1,A,0.0491,34.19319429198683,34.632272228320524,30.93669959751189,88.67544822539334,25.49396267837541,5.0,42.78631540431759,A,11.08333333333333,4.91,7.996666666666665,4,A,47-2221,      Structural iron and steel workers,47-2221,Line item,68.3,70.4,0.0,0.0,2.1,3.1,—,5.9,62780,High school diploma or equivalent,,Apprenticeship,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/structural-iron-and-steel-workers.htm"">OOH Content</a>",2.9,5.2,8.2,2.0,3.6,5.7,5.9,Structural iron and steel workers,28.0,2.0,36.0,19.0,28.0,83.0,97.0,43.0,55.0,54.0,78.0,100.0,28.0,30.0,45.0,25.0,11.0,Detail oriented,Physical strength and stamina,Fine motor,8.638360175695462,53.24909747292419,52.96969696969697,55.5956678700361
47-2231.00,Solar Photovoltaic Installers,"Assemble, install, or maintain solar photovoltaic (PV) systems on roofs or other structures in compliance with site assessment and schematics. May include measuring, cutting, assembling, and bolting structural framing and solar modules. May perform minor electrical work such as current checks.",47-2231,0.1424583333333333,0.0936666666666666,0.19125,2,B,0.0,73.58214416392242,56.25686059275522,53.82363702890596,94.45664105378704,75.38419319429198,5.0,70.70069520673252,A,14.24583333333333,0.0,7.122916666666665,4,A,47-2231,      Solar photovoltaic installers,47-2231,Line item,31.1,42.4,0.0,0.0,11.3,36.5,—,4.2,53140,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/solar-photovoltaic-installers.htm"">OOH Content</a>",1.8,6.7,8.4,0.6,2.4,3.1,4.2,Solar photovoltaic installers,43.0,33.0,35.0,47.0,56.0,88.0,73.0,39.0,72.0,62.0,91.0,90.0,54.0,61.0,59.0,33.0,23.0,Detail oriented,Adaptability,Problem solving and decision making,13.504823151125404,99.87966305655837,39.03030303030303,90.37304452466908
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Help brickmasons, blockmasons, stonemasons, or tile and marble setters by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",47-3011,0.0939166666666666,0.0939166666666666,0.0939166666666666,1,A,0.0,17.105744603000364,39.538968166849614,22.155140870837908,91.80387852177095,49.14928649835346,5.0,43.95060373216246,A,9.39166666666666,0.0,4.69583333333333,4,A,47-3011,"      Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",47-3011,Line item,14.1,12.5,0.0,0.0,-1.7,-11.7,1.7,1.1,47550,No formal educational credential,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm"">OOH Content</a>",3.1,6.1,9.3,0.4,0.8,1.2,1.1,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",7.0,0.0,23.0,10.0,16.0,34.0,83.0,11.0,41.0,42.0,77.0,97.0,11.0,36.0,44.0,3.0,3.0,Detail oriented,Physical strength and stamina,Fine motor,7.801418439716312,4.753309265944645,26.3030303030303,42.71961492178099
